Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Experience_Ratio,Engagement_Score,Promotion_Delay_Ratio,Attrition_Probability,Risk_Category
36,0,2,1157,2,2,4,1,3,1,70,3,1,8,4,2,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,330.5,3.5,0.25,0.6570005573370983,High Risk
48,0,2,492,2,16,4,1,3,0,96,3,2,7,3,0,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,338.89473684210526,3.0,0.7777777777777778,0.20392062822294135,Low Risk
29,0,2,598,1,9,3,1,3,1,91,4,1,6,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,408.5,2.75,0.0,0.35530323226143296,Medium Risk
33,0,2,1242,2,8,4,1,1,1,46,3,2,7,1,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,710.2222222222222,2.25,0.6666666666666666,0.4518928339059433,Medium Risk
30,1,2,740,2,1,3,1,2,1,64,2,2,7,1,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,883.0909090909091,2.25,0.5454545454545454,0.348049747618946,Medium Risk
38,0,1,888,0,10,4,0,3,1,71,3,2,1,3,1,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,552.4545454545455,3.0,0.14285714285714285,0.14761523414501582,Low Risk
35,0,2,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,612.5,2.25,0.25,0.5850129043830525,Medium Risk
30,0,2,1288,2,29,4,5,3,1,33,3,3,7,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,925.0,2.5,0.2,0.560403503855116,Medium Risk
35,1,2,104,1,2,3,1,1,0,69,3,1,2,1,0,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,1037.0,2.25,0.0,0.8826299622989483,High Risk
53,1,2,607,1,2,5,5,3,0,78,2,3,4,4,1,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,290.54285714285714,2.75,0.029411764705882353,0.10852663241907605,Low Risk
38,1,2,903,1,2,3,3,3,1,81,3,2,4,2,1,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,606.875,2.25,0.16666666666666666,0.3396271836221291,Medium Risk
32,0,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,408.7,2.5,0.14285714285714285,0.3134237003234207,Medium Risk
48,0,2,1108,1,15,4,4,3,0,65,3,1,6,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,215.1818181818182,2.75,0.7777777777777778,0.7074690482713952,High Risk
34,0,2,479,1,7,4,3,1,1,35,3,1,6,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,1486.0,2.75,0.0,0.8260534530257888,High Risk
55,0,2,685,2,26,5,2,3,1,60,2,5,3,4,1,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,529.3513513513514,3.0,0.05405405405405406,0.12278348921216234,Low Risk
34,0,2,1351,1,1,4,1,2,1,45,3,2,6,4,1,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,548.4,2.75,0.6666666666666666,0.2917265855835675,Low Risk
26,0,2,474,1,3,3,1,1,0,89,3,1,6,4,1,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,1030.5,2.25,0.0,0.39825181969766305,Medium Risk
38,0,2,1245,2,14,3,1,3,1,80,3,2,7,2,1,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,902.1818181818181,3.0,0.7,0.1510868181932639,Low Risk
38,0,2,437,2,16,3,1,2,0,90,3,2,7,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,466.44444444444446,2.25,0.25,0.47463993746211397,Medium Risk
36,0,2,884,2,1,4,1,2,0,73,3,2,7,3,2,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,425.9375,2.25,0.0,0.42872374052909407,Medium Risk
29,0,2,1370,1,3,1,3,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,429.3636363636364,2.5,0.09090909090909091,0.6386128611461812,High Risk
35,0,2,670,1,10,4,3,1,0,51,3,2,0,3,2,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,558.3636363636364,2.5,0.0,0.7458056653658084,High Risk
39,0,2,1462,2,6,3,3,4,1,38,4,3,7,3,1,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,686.4166666666666,3.0,0.875,0.10987637240513674,Low Risk
29,0,1,995,1,2,1,1,1,1,87,3,2,0,4,0,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,1264.7142857142858,3.0,0.14285714285714285,0.09726756849690564,Low Risk
50,0,2,264,2,9,3,2,3,1,59,3,5,3,3,1,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,690.3928571428571,3.0,0.0,0.20329894536952034,Low Risk
23,0,2,977,1,10,3,5,4,1,45,4,1,6,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,414.6,3.75,0.6666666666666666,0.14285541726064455,Low Risk
36,0,1,1302,1,6,4,1,1,1,80,4,2,2,1,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,556.2,2.5,0.0,0.6240331617989471,High Risk
42,0,2,1059,1,9,2,4,4,1,93,2,5,3,4,2,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,784.52,3.5,0.0,0.05496664342194921,Low Risk
35,0,2,750,1,28,3,1,2,1,46,4,2,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,309.72727272727275,3.25,0.5454545454545454,0.14979163285482805,Low Risk
34,0,1,653,1,10,4,5,4,1,92,2,2,0,3,1,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,562.5555555555555,2.75,0.7777777777777778,0.4897958933935985,Medium Risk
40,0,2,118,2,14,2,1,4,0,84,3,2,7,1,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,773.1666666666666,2.75,0.16666666666666666,0.3020334826078613,Medium Risk
43,0,2,990,1,27,3,5,4,1,87,4,1,2,2,0,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,541.7777777777778,3.25,0.0,0.3239627270483609,Medium Risk
35,0,2,1349,1,7,2,1,3,1,63,2,1,2,4,1,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,1345.0,3.25,0.0,0.2524708046631839,Low Risk
46,0,2,563,2,1,4,1,4,1,56,4,4,3,1,2,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,627.3928571428571,2.75,0.0,0.1278506932022828,Low Risk
28,1,2,329,1,24,3,3,3,1,51,3,1,2,2,1,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,1204.0,2.75,0.0,0.8812050656892227,High Risk
22,0,0,457,1,26,2,4,2,0,85,2,1,6,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,562.8,2.25,0.2,0.922698945847431,High Risk
50,0,1,1234,1,20,5,3,2,1,41,3,4,0,3,1,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,340.75757575757575,2.75,0.3870967741935484,0.8049586020654383,High Risk
32,0,2,634,1,5,4,4,2,0,35,4,1,6,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,473.14285714285717,3.5,0.0,0.08503448059838864,Low Risk
44,0,2,1313,1,7,3,3,2,0,31,3,5,5,4,0,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,793.7083333333334,3.25,0.043478260869565216,0.024765934326116176,Low Risk
30,0,2,241,1,7,3,3,2,1,48,2,1,6,2,1,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,305.85714285714283,2.0,0.14285714285714285,0.6698940052239284,High Risk
45,0,2,1015,1,5,5,3,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,524.4545454545455,1.5,0.09090909090909091,0.8687420925314933,High Risk
45,0,0,336,2,26,3,2,1,1,52,2,2,7,1,1,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,398.6363636363636,1.25,0.36363636363636365,0.845013915964233,High Risk
31,0,1,715,2,2,4,4,4,1,54,3,2,7,1,2,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,484.72727272727275,3.0,0.0,0.6162728358884776,High Risk
36,0,2,559,1,12,4,1,3,0,76,3,2,4,3,1,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,582.875,2.75,0.25,0.7926320059149523,High Risk
34,0,1,426,1,10,4,1,3,1,42,4,2,4,4,0,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,472.4,3.0,0.7,0.1406946919755606,Low Risk
49,0,2,722,1,25,4,1,3,0,84,3,1,2,1,1,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,291.90909090909093,2.75,0.1,0.25583627698919137,Low Risk
39,0,2,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,488.8181818181818,2.5,0.875,0.19113148992482365,Low Risk
27,0,2,1302,1,19,3,4,4,1,67,2,1,2,1,0,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,508.25,2.0,0.0,0.22187207496826034,Low Risk
35,0,2,819,1,18,5,1,2,1,48,4,2,6,1,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,306.3529411764706,2.75,0.058823529411764705,0.0920846458786089,Low Risk
28,0,2,580,1,27,3,3,2,0,39,1,2,4,1,0,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,696.7142857142857,1.5,0.0,0.6613938838242699,High Risk
21,0,2,546,1,5,1,3,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,779.25,3.25,0.6666666666666666,0.32605195843386675,Medium Risk
18,1,1,544,2,3,2,3,2,0,70,3,1,8,4,2,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,1569.0,3.0,0.0,0.9467672535131259,High Risk
47,0,2,1176,0,26,4,1,4,0,98,3,5,3,3,1,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,702.0714285714286,3.25,0.16666666666666666,0.009898824096955455,Low Risk
39,0,2,170,1,3,2,3,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,255.75,3.0,0.0,0.05080439447987166,Low Risk
40,0,2,884,1,15,3,1,1,0,80,2,3,4,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,549.2105263157895,2.5,0.7368421052631579,0.17857116339368584,Low Risk
35,0,0,208,1,8,4,1,3,0,52,3,2,0,3,1,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,259.25,3.25,0.13333333333333333,0.03642065065988371,Low Risk
37,0,2,671,1,19,3,1,3,1,85,3,2,4,3,1,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,576.8,2.5,0.0,0.22142556174876876,Low Risk
39,0,1,711,1,4,3,3,1,0,81,3,2,4,3,2,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,458.3636363636364,2.75,0.3,0.35772693971565656,Medium Risk
45,0,2,1329,1,2,2,4,4,0,59,2,2,4,4,0,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,524.5454545454545,2.75,0.2727272727272727,0.01621186420744838,Low Risk
38,0,2,397,1,2,2,3,4,0,54,2,3,4,3,1,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,705.0909090909091,3.25,0.0,0.14079525672294488,Low Risk
35,1,2,737,2,10,3,3,4,1,55,2,3,7,1,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,644.125,2.5,0.42857142857142855,0.7054434022666077,High Risk
37,0,2,1470,1,10,3,3,2,0,71,3,1,6,2,1,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,437.3333333333333,2.0,0.7777777777777778,0.5266125719441909,Medium Risk
40,0,2,448,1,16,3,1,3,0,84,3,3,4,4,2,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,418.1578947368421,3.5,0.6,0.5888985031274984,Medium Risk
44,0,1,602,0,1,5,0,1,1,37,3,2,1,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,382.8666666666667,2.75,0.0,0.4363791178584363,Medium Risk
48,0,1,365,1,4,5,3,3,1,89,2,4,3,4,1,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,633.4166666666666,2.75,0.6666666666666666,0.022519179909288835,Low Risk
35,1,2,763,2,15,2,3,1,1,59,1,2,7,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,680.0,2.5,0.6666666666666666,0.9166304111995678,High Risk
24,0,1,567,1,2,1,5,1,0,32,3,1,6,4,2,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,537.1428571428571,2.75,0.14285714285714285,0.8226138737911552,High Risk
27,0,2,486,1,8,3,3,2,0,86,4,1,6,3,1,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,586.1666666666666,2.5,0.0,0.5358388051647449,Medium Risk
27,0,1,591,1,2,3,3,4,1,87,3,1,6,4,2,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,368.57142857142856,3.5,0.2,0.33850182892251857,Medium Risk
40,1,2,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,196.9090909090909,1.75,0.0,0.9307076513579637,High Risk
29,0,2,469,2,10,3,3,3,1,42,2,2,7,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,652.1111111111111,2.75,0.16666666666666666,0.8639887050899194,High Risk
36,0,2,711,1,5,4,1,2,0,42,3,3,0,1,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,800.8,2.25,0.0,0.18800722647975693,Low Risk
25,0,1,772,1,2,1,1,4,1,77,4,2,4,3,0,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,650.75,3.5,0.0,0.005332338336627624,Low Risk
39,0,2,492,1,12,3,3,4,1,66,3,2,4,2,1,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,661.875,3.0,0.16666666666666666,0.32356395676043326,Medium Risk
49,0,2,301,1,22,4,4,1,0,72,3,4,5,2,1,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,586.1785714285714,2.0,0.2,0.10400801710422464,Low Risk
50,0,2,813,1,17,5,1,4,0,50,2,3,5,1,0,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,663.45,2.5,0.06666666666666667,0.014401443846665685,Low Risk
20,0,2,1141,2,2,3,3,3,0,31,3,1,8,3,2,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,927.6666666666666,2.5,0.6666666666666666,0.4936102827538952,Medium Risk
34,0,2,1130,1,3,3,1,4,0,66,3,2,6,2,0,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,452.75,3.0,0.5833333333333334,0.0449586293507464,Low Risk
36,0,2,311,1,7,3,1,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,125.8125,2.25,0.2,0.5539215370893474,Medium Risk
49,0,2,465,1,6,1,1,3,0,41,2,4,0,3,1,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,450.51612903225805,2.5,0.125,0.047517256887800695,Low Risk
36,0,0,894,1,1,4,3,4,0,33,2,2,4,3,1,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,874.8,3.0,0.25,0.08953861920973138,Low Risk
36,0,2,1040,1,3,2,1,4,1,79,4,2,0,1,0,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,488.7142857142857,2.5,0.0,0.0908515957212871,Low Risk
54,0,2,584,1,22,5,3,2,0,91,3,4,3,3,1,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,470.97297297297297,2.75,0.36363636363636365,0.010548705771000618,Low Risk
43,0,2,1291,1,15,2,1,3,1,65,2,4,5,3,1,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,1173.5333333333333,2.25,0.4,0.028352268365739258,Low Risk
35,1,1,880,2,12,4,4,4,1,36,3,2,7,4,2,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,327.2142857142857,3.0,0.5,0.68015561330726,High Risk
38,0,1,1189,1,1,3,1,4,1,90,3,2,6,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,236.75,3.75,0.14285714285714285,0.01237581932567509,Low Risk
29,0,2,991,2,5,3,3,1,1,43,2,2,7,2,0,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,380.6363636363636,1.75,0.0,0.8571537856221381,High Risk
33,0,2,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,786.4285714285714,3.5,0.0,0.049060596982970904,Low Risk
32,0,2,977,1,2,3,3,4,1,45,3,2,6,2,0,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,497.27272727272725,3.0,0.1,0.04413370929483634,Low Risk
31,0,2,1112,2,5,4,1,1,0,67,3,2,7,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,497.8181818181818,2.25,0.0,0.44209001320565344,Medium Risk
49,0,2,464,1,16,3,3,4,0,74,3,1,2,1,0,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,143.72222222222223,2.5,0.6666666666666666,0.6565489535293695,High Risk
38,0,1,148,1,2,3,3,4,0,42,2,1,2,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,488.0,2.5,0.6,0.44703109862166246,Medium Risk
47,0,2,1225,2,2,4,1,2,0,47,4,4,3,2,0,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,532.4,2.75,0.25,0.020717333136824192,Low Risk
49,0,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,640.7916666666666,2.5,0.0,0.08187383617890441,Low Risk
41,0,2,1206,2,23,2,1,4,1,80,3,3,7,3,2,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,321.90909090909093,3.5,0.0,0.5283555574059938,Medium Risk
20,0,2,727,2,9,1,1,4,1,54,3,1,8,1,2,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,909.3333333333334,2.25,0.0,0.7437677745901861,High Risk
33,0,0,530,2,16,3,1,3,0,36,3,2,7,4,0,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,671.0,3.25,0.14285714285714285,0.3037841441199554,Medium Risk
36,0,2,1351,1,26,4,1,1,1,80,3,2,0,3,1,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,486.09090909090907,2.25,0.0,0.5703441244221873,Medium Risk
44,0,2,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,355.0,2.75,0.6666666666666666,0.1537816761976417,Low Risk
23,1,2,1320,1,8,1,3,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,664.8333333333334,2.5,0.16666666666666666,0.8683821203704817,High Risk
38,0,2,1495,1,4,2,3,4,0,87,3,1,2,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,413.25,3.5,0.0,0.11730798362474011,Low Risk
53,0,2,1395,1,24,4,3,2,1,48,4,3,0,4,1,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,583.75,3.25,0.2,0.1410653127198315,Low Risk
48,1,1,708,2,7,2,3,4,0,95,3,1,8,3,1,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,132.75,3.25,0.7,0.4108249512196571,Medium Risk
32,1,2,1259,1,2,4,1,4,1,95,3,1,2,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,696.5,2.5,0.0,0.5594906355234323,Medium Risk
26,0,0,786,1,7,3,3,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,321.25,3.5,0.625,0.10895417939148219,Low Risk
55,0,2,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,393.0,2.25,0.2,0.6457641232694463,High Risk
34,0,2,1157,1,5,2,3,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,249.125,2.75,0.25,0.07685170198976105,Low Risk
60,0,2,370,1,1,4,3,3,1,92,1,3,0,4,0,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,544.15,2.75,0.0,0.0680043582741381,Low Risk
33,0,2,267,1,21,3,3,2,1,79,4,1,2,2,1,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,135.2,3.0,0.13333333333333333,0.04278726736312793,Low Risk
37,0,1,1278,2,1,4,3,3,1,31,1,2,7,4,0,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,1360.7142857142858,2.75,0.14285714285714285,0.2311597624021867,Low Risk
34,0,2,678,1,19,3,1,2,0,35,2,1,6,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,266.27272727272725,2.5,0.7272727272727273,0.3691640856419374,Medium Risk
23,1,2,427,2,7,3,1,3,1,99,3,1,8,4,0,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,568.75,3.0,0.0,0.5800593048543462,Medium Risk
44,0,2,921,1,2,3,1,3,0,96,4,3,0,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,787.9,3.25,0.6666666666666666,0.1108262646250168,Low Risk
35,0,1,146,1,2,4,3,1,1,79,2,1,6,4,2,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,704.2857142857143,2.5,0.16666666666666666,0.7662045909297007,High Risk
43,0,2,1179,2,2,3,3,4,1,73,3,2,7,4,1,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,713.3636363636364,3.0,0.7272727272727273,0.2897939267033252,Low Risk
24,0,2,581,1,9,3,3,3,1,62,4,1,6,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,733.5,3.5,0.0,0.13838380563553762,Low Risk
41,0,2,918,2,6,3,2,4,1,35,3,3,7,3,2,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,840.0909090909091,3.0,0.7272727272727273,0.2502377344214945,Low Risk
29,0,2,1082,1,9,4,3,4,0,43,3,1,2,3,1,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,297.4,3.25,0.16666666666666666,0.3406502482996186,Medium Risk
36,0,2,530,2,2,4,1,3,0,51,3,2,8,4,2,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,250.11111111111111,3.25,0.42857142857142855,0.31130002564361825,Medium Risk
45,0,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,413.38461538461536,3.0,0.5833333333333334,0.2628260420399001,Low Risk
24,1,2,240,0,22,1,0,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,777.5,2.75,0.0,0.5788072544191329,Medium Risk
47,1,1,1093,2,9,3,1,3,1,82,1,4,7,3,1,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,497.53846153846155,2.5,0.5833333333333334,0.8722374026937468,High Risk
26,0,2,390,1,17,4,3,4,1,62,1,1,2,3,1,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,576.25,2.75,0.0,0.34459754672786097,Medium Risk
45,0,2,1005,1,28,2,5,4,0,48,2,4,5,2,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,759.2727272727273,2.75,0.36363636363636365,0.5014826551929007,Medium Risk
32,0,1,585,1,10,3,1,1,1,56,3,1,6,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,312.09090909090907,2.0,0.16666666666666666,0.6372954483805559,High Risk
31,0,2,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,496.7142857142857,3.0,0.0,0.17951295565754313,Low Risk
41,0,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,584.5454545454545,2.0,0.25,0.24313735067472458,Low Risk
40,0,2,369,1,8,2,1,2,0,92,3,2,4,1,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,342.94736842105266,2.0,0.0,0.5880266035402766,Medium Risk
24,0,2,506,1,29,1,3,2,1,91,3,1,2,1,0,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,558.1428571428571,2.0,0.14285714285714285,0.5703804370494263,Medium Risk
46,0,2,717,1,13,4,1,3,1,34,3,2,0,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,278.1,3.0,0.0,0.19655117265276803,Low Risk
35,0,2,1370,1,27,4,1,4,1,49,3,2,4,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,382.3888888888889,3.0,0.0,0.03888933945190127,Low Risk
30,0,2,793,1,16,1,1,2,1,33,3,1,6,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,260.1818181818182,2.75,0.0,0.3124647316406128,Medium Risk
47,0,0,543,2,2,4,2,3,1,87,3,2,7,2,1,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,995.6,3.0,0.0,0.6414278295675778,High Risk
46,0,2,1277,2,2,3,1,3,1,74,3,3,7,4,0,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,740.5714285714286,3.0,0.0,0.19578503500178354,Low Risk
36,1,2,1456,2,13,5,2,2,1,96,2,2,7,1,0,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,360.8235294117647,1.75,0.6666666666666666,0.7794079131381759,High Risk
32,1,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,612.2727272727273,1.5,0.0,0.8840624550410742,High Risk
23,0,2,160,1,4,1,3,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,823.75,2.75,0.25,0.6444640055474703,High Risk
31,0,1,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,523.8,3.75,0.16666666666666666,0.2121300469873272,Low Risk
39,0,0,792,1,1,3,1,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,647.2,3.75,0.5,0.1203465610582638,Low Risk
32,0,2,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,873.6363636363636,2.75,0.0,0.46889259514191994,Medium Risk
40,0,2,611,2,7,4,3,2,1,88,3,5,3,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,901.5,2.25,0.5454545454545454,0.5570883230160956,Medium Risk
45,0,2,176,0,4,3,1,3,0,56,1,3,1,3,1,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,975.6,2.5,0.0,0.11793621564717124,Low Risk
30,0,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,451.6363636363636,2.75,0.0,0.13996337142566234,Low Risk
